-1.2327489652	6.00E-08
-1.238965993	0.00386321
-1.2263127993	0.00793161
-1.2020777534	0.0122161
-1.1957065173	0.0167282
-1.1952682412	0.0214799
-1.1976949923	0.0264841
-1.2018018018	0.031754
-1.2070448827	0.0373039
-1.2131482834	0.0431486
-1.2199496794	0.0493037
-1.2273841409	0.0557857
-1.2353948543	0.062612
-1.243957471	0.069801
-1.2530719909	0.0773718
-1.2627952277	0.0853447
-1.2721938154	0.0937411
-1.2787760734	0.102583
-1.2792873955	0.111896
-1.2727781836	0.121702
-1.2637691746	0.13203
-1.2590374158	0.142906
-1.2620079539	0.15436
-1.2681357033	0.166422
-1.2658712767	0.179125
-1.2445905365	0.192503
-1.2035305576	0.206591
-1.1532018505	0.221428
-1.107272137	0.237052
-1.0750913075	0.253507
-1.0565376187	0.270835
-1.043884425	0.289084
-1.0301923545	0.308303
-1.0130103076	0.328542
-0.9942374807	0.349856
-0.9775586397	0.372302
-0.9648324	0.395941
-0.9549711874	0.420835
-0.9435191949	0.447051
-0.9246165084	0.47466
-0.8959013067	0.503736
-0.8609934259	0.534356
-0.8274490707	0.566602
-0.8019933447	0.600561
-0.7830338447	0.636324
-0.7599009821	0.673986
-0.7249038227	0.713649
-0.6806135866	0.755419
-0.6364158753	0.799407
-0.6032862592	0.845732
-0.5850028407	0.894518
-0.5772705138	0.945894
-0.5753039526	1

