0 1.01006
0.010202 0.947779
0.020404 0.803243
0.0306061 0.696285
0.0408081 0.597879
0.0510101 0.501437
0.0612121 0.404567
0.0714141 0.306166
0.0816162 0.205653
0.0918182 0.119526
0.10202 0.119526
0.112222 0.0551882
0.122424 0.0153221
0.132626 0.0225708
0.142828 0.047867
0.15303 0.0805904
0.163232 0.0805904
0.173434 0.0923089
0.183636 0.0522387
0.193838 0.00501161
0.20404 0.00501161
0.214242 0.0133792
0.224444 0.0513677
0.234646 0.0513677
0.244848 0.0747951
0.255051 0.0747951
0.265253 0.0761208
0.275455 0.0711261
0.285657 0.0711261
0.295859 0.0629659
0.306061 0.0629659
0.316263 0.0531291
0.326465 0.0422632
0.336667 0.0422632
0.346869 0.0374975
0.357071 0.0374975
0.367273 0.0408544
0.377475 0.0408544
0.387677 0.0451972
0.397879 0.0451972
0.408081 0.049055
0.418283 0.049055
0.428485 0.051439
0.438687 0.051439
0.448889 0.0544321
0.459091 0.0544321
0.469293 0.0579527
0.479495 0.0579527
0.489697 0.0568706
0.499899 0.0568706
0.510101 0.0568706
0.520303 0.0503487
0.530505 0.0503487
0.540707 0.0409332
0.550909 0.0409332
0.561111 0.0409332
0.571313 0.0291723
0.581515 0.0291723
0.591717 0.0210974
0.601919 0.0210974
0.612121 0.0210974
0.622323 0.0154703
0.632525 0.0154703
0.642727 0.00977525
0.652929 0.00977525
0.663131 0.00977525
0.673333 0.00549671
0.683535 0.00549671
0.693737 0.00549671
0.703939 -0.00016407
0.714141 -0.00016407
0.724343 -0.00016407
0.734545 -0.00635568
0.744747 -0.00635568
0.754949 -0.00635568
0.765152 -0.0106581
0.775354 -0.0106581
0.785556 -0.0106581
0.795758 -0.0132718
0.80596 -0.0132718
0.816162 -0.0132718
0.826364 -0.0135151
0.836566 -0.0135151
0.846768 -0.0135151
0.85697 -0.0111797
0.867172 -0.0111797
0.877374 -0.0111797
0.887576 -0.0111797
0.897778 -0.00759064
0.90798 -0.00759064
0.918182 -0.00759064
0.928384 -0.00572613
0.938586 -0.00572613
0.948788 -0.00572613
0.95899 -0.00572613
0.969192 -0.00270849
0.979394 -0.00270849
0.989596 -0.00270849
0.999798 -0.00270849
