-1.5238347107	6.02E-08
-1.5325950413	0.009
-1.5178677686	0.018183
-1.4858099174	0.0276397
-1.4737272727	0.0373783
-1.4678181818	0.047407
-1.4646280992	0.0577345
-1.4628429752	0.0683699
-1.461892562	0.0793221
-1.4684297521	0.0906008
-1.4863719008	0.102216
-1.5035289256	0.114176
-1.5081157025	0.126494
-1.4927272727	0.139178
-1.4619008264	0.15224
-1.4402396694	0.165692
-1.4411322314	0.179544
-1.4441818182	0.19381
-1.4253471074	0.2085
-1.3797107438	0.223628
-1.3163471074	0.239207
-1.2627272727	0.25525
-1.2389256198	0.271772
-1.2413057851	0.288785
-1.2599834711	0.306306
-1.2829256198	0.324349
-1.2971322314	0.342929
-1.2935454545	0.362063
-1.2696528926	0.381767
-1.2305950413	0.402059
-1.1856859504	0.422955
-1.1432644628	0.444474
-1.1090247934	0.466634
-1.0854958678	0.489455
-1.0718181818	0.512955
-1.0632561983	0.537156
-1.0513636364	0.562078
-1.0278512397	0.587743
-0.9883305785	0.614172
-0.9340826446	0.64139
-0.8719834711	0.669418
-0.8097735537	0.698281
-0.7526768595	0.728005
-0.7031818182	0.758614
-0.6612016529	0.790136
-0.6260099174	0.822596
-0.5973752066	0.856025
-0.5751818182	0.890449
-0.558746281	0.925899
-0.5479644628	0.962406
-0.5441123967	1

