0.10260352	0.726913
0.10260352	0.726913
0.20075578	0.6641363
0.3027066	0.6264253
0.397149475	0.64303976
0.49543727	0.73903745
0.6050066	0.7765275
0.7032694	0.8432773
0.801493	0.86406606
0.9034331	0.81382024
0.9636499	0.5588825
1.0304365	-0.8492665
1.09083875	-0.8869341
1.19283945	-0.8661493
1.2949365	-0.7325511
1.4009035	-0.49032173
1.49545685	-0.3441808
1.49926975	-0.30240202
1.6013168	-0.22729963
1.59758615	-0.17297813
1.6958311	-0.12711972
1.7940831	-0.07290475
1.8922746	-0.08972042
1.8960911	-0.043763366
1.95651115	-0.060539585
2.0320469	-0.06897504
2.09625125	-0.07739866
2.201997	-0.094222225
2.29642915	-0.09014259
2.3984085	-0.09442739
2.500402	-0.0819991
2.5948307	-0.08209774
2.700573	-0.10309958
2.7987895	-0.09066734
2.90076165	-0.103308685
3.0327905	-0.3040039
3.03283335	-0.25386462
3.0970485	-0.2497534
3.09699835	-0.30824924
3.195222	-0.28746045
3.1952505	-0.25403425
3.29342425	-0.2917413
3.29346	-0.24995857
3.39167625	-0.23752634
3.3954215	-0.27513474
3.4974255	-0.25017163
3.497472	-0.19585408
3.5995155	-0.124929965
3.5956672	-0.20849147
3.6938873	-0.19188097
3.69398	-0.08324587
3.7959057	-0.15020478
3.7920825	-0.20451838
3.8940653	-0.2046249
3.897885	-0.15448958
