0.060543	0.753891
0.143454	0.745236
0.226308	0.719961
0.324242	0.694624
0.391917	0.640327
0.440685	0.569489
0.474373	0.498713
0.54525	-0.822889
0.60589	-0.731729
0.65516	-0.652988
0.73479	-0.520357
0.80305	-0.404299
0.8862	-0.342319
0.97312	-0.280354
1.05625	-0.226684
1.13552	-0.197928
1.21101	-0.169156
1.3091	-0.148789
1.42227	-0.128484
1.475	-0.145323
1.52405	-0.133062
1.56185	-0.104133
1.64859	-0.0961836
1.73154	-0.0923732
1.85595	-0.0928902
1.96906	-0.0892051
2.02028	-0.27224
2.12585	-0.268524
2.24656	-0.24825
2.35969	-0.24041
2.469	-0.245019
