3	0.6	0	-0.465483939
3.01	0.602	0.002	-0.46535314
3.02	0.604	0.004	-0.465103357
3.03	0.606	0.006	-0.464747379
3.04	0.608	0.008	-0.464300273
3.05	0.61	0.01	-0.463802584
3.06	0.612	0.012	-0.463420794
3.07	0.614	0.014	-0.463185764
3.080000005	0.616000001	0.016000001	-0.463126638
3.089999995	0.617999999	0.017999999	-0.463377478
3.1	0.62	0.02	-0.463815582
3.11	0.622	0.022	-0.464422907
3.12	0.624	0.024	-0.465212665
3.130000005	0.626000001	0.026000001	-0.466171008
3.140000005	0.628000001	0.028000001	-0.46722081
3.149999995	0.629999999	0.029999999	-0.468351191
3.16000001	0.632000002	0.032000002	-0.469571291
3.17000001	0.634000002	0.034000002	-0.470826315
3.17999999	0.635999998	0.035999998	-0.472106262
3.189999995	0.637999999	0.037999999	-0.473404668
3.199999995	0.639999999	0.039999999	-0.474701257
3.209999995	0.641999999	0.041999999	-0.475991109
3.22	0.644	0.044	-0.4772658
3.23	0.646	0.046	-0.478511932
3.24	0.648	0.048	-0.479736965
3.250000005	0.650000001	0.050000001	-0.480932728
3.260000005	0.652000001	0.052000001	-0.482086973
3.270000005	0.654000001	0.054000001	-0.483216066
3.28000001	0.656000002	0.056000002	-0.484310703
3.28999999	0.657999998	0.057999998	-0.485363094
3.299999995	0.659999999	0.059999999	-0.486391369
3.309999995	0.661999999	0.061999999	-0.487383091
3.320000015	0.664000003	0.064000003	-0.488338138
3.33	0.666	0.066	-0.4892715
3.34000002	0.668000004	0.068000004	-0.490166019
3.35	0.67	0.07	-0.491031515
3.359999985	0.671999997	0.071999997	-0.491877314
3.370000005	0.674000001	0.074000001	-0.492677885
3.37999999	0.675999998	0.075999998	-0.49345684
3.39000001	0.678000002	0.078000002	-0.49420894
3.39999999	0.679999998	0.079999998	-0.494918008
3.41000001	0.682000002	0.082000002	-0.495606691
3.419999995	0.683999999	0.083999999	-0.496252568
3.430000015	0.686000003	0.086000003	-0.496862843
3.44	0.688	0.088	-0.497448445
3.45000002	0.690000004	0.090000004	-0.497971143
3.46	0.692	0.092	-0.498469167
3.469999985	0.693999997	0.093999997	-0.498915232
3.480000005	0.696000001	0.096000001	-0.49931213
3.489999985	0.697999997	0.097999997	-0.499678645
3.500000005	0.700000001	0.100000001	-0.499964702
3.50999999	0.701999998	0.101999998	-0.500223196
3.52000001	0.704000002	0.104000002	-0.500411029
3.529999995	0.705999999	0.105999999	-0.500547745
3.540000015	0.708000003	0.108000003	-0.500638253
3.549999995	0.709999999	0.109999999	-0.500647329
3.560000015	0.712000003	0.112000003	-0.500629603
3.57	0.714	0.114	-0.500513226
3.579999985	0.715999997	0.115999997	-0.500363802
3.590000005	0.718000001	0.118000001	-0.500140536
3.599999985	0.719999997	0.119999997	-0.499858549
3.610000005	0.722000001	0.122000001	-0.499527058
3.61999999	0.723999998	0.123999998	-0.499112904
3.63000001	0.726000002	0.126000002	-0.498672915
3.64000003	0.728000006	0.128000006	-0.498127811
3.649999975	0.729999995	0.129999995	-0.497561861
3.659999995	0.731999999	0.131999999	-0.496903692
3.670000015	0.734000003	0.134000003	-0.496209046
3.680000035	0.736000007	0.136000007	-0.495441627
3.689999985	0.737999997	0.137999997	-0.494621254
3.700000005	0.740000001	0.140000001	-0.493746959
3.710000025	0.742000005	0.142000005	-0.492804725
3.71999997	0.743999994	0.143999994	-0.491824691
3.72999999	0.745999998	0.145999998	-0.490761039
3.74000001	0.748000002	0.148000002	-0.489673056
3.75000003	0.750000006	0.150000006	-0.48848618
3.759999975	0.751999995	0.151999995	-0.487287313
3.769999995	0.753999999	0.153999999	-0.485974439
3.780000015	0.756000003	0.156000003	-0.48465134
3.790000035	0.758000007	0.158000007	-0.483219935
3.79999998	0.759999996	0.159999996	-0.481770201
3.81	0.762	0.162	-0.480218535
3.820000025	0.764000005	0.164000005	-0.478641635
3.82999997	0.765999994	0.165999994	-0.476969086
3.83999999	0.767999998	0.167999998	-0.475266448
3.85000001	0.770000002	0.170000002	-0.47347329
3.86000003	0.772000006	0.172000006	-0.47164952
3.869999975	0.773999995	0.173999995	-0.469744814
3.879999995	0.775999999	0.175999999	-0.46780962
3.890000015	0.778000003	0.178000003	-0.465797445
3.900000035	0.780000007	0.180000007	-0.46376577
3.90999998	0.781999996	0.181999996	-0.461683187
3.92	0.784	0.184	-0.459580378
3.93000002	0.786000004	0.186000004	-0.457418253
3.93999997	0.787999994	0.187999994	-0.45526576
3.94999999	0.789999998	0.189999998	-0.453148324
3.96000001	0.792000002	0.192000002	-0.451021091
3.97000003	0.794000006	0.194000006	-0.448842402
3.979999975	0.795999995	0.195999995	-0.4464411
3.989999995	0.797999999	0.197999999	-0.441739763
4.000000015	0.800000003	0.200000003	-0.437038426
