0.1055979	0.6996878
0.30145186	0.6448583
0.3015798	0.68225324
0.40671265	0.5571648
0.46256584	0.35333508
0.4585827	0.29102585
0.534398	-0.6898818
0.5307559	-0.6524712
0.5948454	-0.6527375
0.5987291	-0.6195132
0.7044448	-0.5742469
0.700831	-0.52852625
0.7991489	-0.44167864
0.7992768	-0.4042837
0.9051204	-0.32162243
0.9014925	-0.2800568
1.0071371	-0.25556543
1.0035235	-0.20984484
1.1053554	-0.1978028
1.1054833	-0.16040786
1.101827	-0.12715223
1.2073295	-0.14421082
1.3054341	-0.11968812
1.3017352	-0.09889749
1.3997403	-0.10345975
1.4561905	-0.13277969
1.4601026	-0.091245405
1.5429993	-0.104055
1.5995207	-0.11259996
1.701381	-0.092247926
1.7994287	-0.084345214
1.8974907	-0.07228751
2.0993452	-0.30165416
2.2011628	-0.29376712
2.295469	-0.27753875
2.404841	-0.26552802
2.4576206	-0.26574734
